column_1,column_2,column_3,column_4,column_5,column_6,column_7,column_8,column_9,column_10
315,2238,2820,690,2925,288,2226,1779,2841,930
2655,2742,2331,39,567,1707,2853,2562,2190,1611
933,810,2076,642,2232,33,2769,654,555,1629
948,354,39,1491,1191,1362,2568,1023,1260,870
111,1953,1821,2982,651,507,1437,2019,2802,2109
789,1725,2562,2640,162,93,1998,2898,576,2913
1905,2655,2997,213,789,618,2751,2481,36,2277
2355,693,732,99,21,45,432,822,702,273
1797,2706,1740,1362,1122,1254,1590,2112,708,2817
30,432,957,1554,1290,2148,924,300,1476,2706
1299,1599,366,2649,2613,1893,1095,1626,126,2805
1806,1890,2304,1698,699,315,2655,1371,1041,2796
0,1338,852,219,1536,2754,489,183,1062,2814
930,1317,816,2706,2802,327,1320,1320,600,2838
2436,2268,369,1962,564,798,648,1974,2622,2964
1446,1575,429,1863,402,1083,231,594,237,2814
1893,1449,2118,534,1551,201,918,288,870,981
627,1314,2655,828,105,1059,81,2358,2844,672
504,201,693,2451,366,1974,963,2775,972,2688
168,1536,498,1386,2940,2106,2115,480,1146,1458
195,1119,270,468,2079,2673,105,1674,2154,1914
825,2826,1953,1905,699,1419,2316,1779,1383,1098
537,747,1179,177,1980,1230,2172,1827,1119,2715
159,2847,1896,39,327,1128,1110,2742,927,1224
393,2814,2937,81,2160,1824,606,1185,891,1623
2799,1998,1464,474,1569,1017,1086,1260,582,237
1617,1221,1005,1662,1584,1581,234,2115,2685,2625
438,2472,2247,636,1005,2766,2517,2013,2316,1935
2853,1431,1053,108,1899,75,129,2976,2028,1101
996,2352,2829,2916,2055,1857,2631,492,2805,2124
1347,615,6,1107,1614,63,2004,1398,2520,99
1473,1668,2583,594,1509,2850,2763,1461,381,2394
84,795,744,1752,837,1548,1935,591,1290,1041
2703,381,2523,1539,1146,2241,1386,1722,2325,1242
1104,1326,2973,2046,960,2016,1554,174,1650,1884
297,2631,1575,1233,30,2562,1110,1008,1362,2163
1440,294,555,1857,930,156,501,645,2922,2373
1482,1098,1782,1743,849,1077,2790,876,1065,297
672,843,1920,816,2061,519,1095,1791,2124,1257
1242,1440,2472,2232,2178,2094,2925,2175,2919,252
513,1635,2430,606,2283,243,1989,1173,846,1968
2685,318,849,540,753,345,2079,1239,1185,1809
687,804,174,684,2037,2325,270,2640,2700,366
417,387,3,2151,2139,1623,2331,2883,1056,2697
1704,2097,2199,732,522,105,447,312,441,1425
1488,1080,1008,2676,2964,315,285,381,2355,2802
1314,111,1512,1746,1605,1872,192,1446,1275,231
66,897,396,435,2667,1479,2160,1713,1173,1929
2334,2985,2028,1668,2364,2025,1308,96,981,2778
672,249,81,303,2313,1716,1080,1992,1161,2838
1956,1674,1902,2820,1404,1512,1002,2751,2622,2112
450,681,2634,1809,2094,192,621,225,798,2319
2760,573,1722,1926,2109,2490,1680,789,618,48
252,1833,30,2655,2163,576,1017,933,780,1188
1956,2184,144,2709,363,630,2607,1416,369,2052
780,2667,2940,2646,279,2622,438,2265,396,42
2337,1128,2907,1113,78,822,1788,2673,2676,1284
1470,2592,2331,2874,1641,159,2712,1959,267,438
510,1797,15,1185,2166,396,2265,2472,2688,2100
2685,1881,2565,1704,1353,135,2787,60,2004,1233
2481,1572,285,2598,30,2730,579,1839,2946,2040
1002,2340,2058,2259,1107,702,2859,1407,1026,408
2442,2376,1050,768,1437,2526,2199,909,1143,1941
2886,2409,2478,501,684,2061,1266,1935,1248,510
2994,360,1431,18,1053,2799,2607,762,1638,2547
993,354,1830,2436,2649,1161,1614,2538,1191,1869
495,2940,1746,2571,69,2922,135,747,2520,2967
1674,2748,723,855,2646,2481,1563,2442,2442,966
819,660,2706,498,1359,720,1146,1263,2940,192
1272,684,2598,2811,1758,999,735,1404,144,1650
660,2283,42,1254,2556,2844,747,1974,525,1083
2397,1695,2421,2052,2853,2814,570,1437,1713,357
2100,447,2517,1848,2406,633,1656,1860,1521,87
1314,1314,903,2001,714,1209,1290,1392,2217,1938
2097,1125,2004,306,2112,2148,303,918,2688,303
1647,1452,1143,1788,909,600,1296,120,573,84
1080,423,1989,258,1842,2997,2874,483,1203,363
447,90,1923,1329,798,1851,549,2601,1416,735
2574,2256,1266,633,2685,2688,834,885,1791,1278
1530,84,414,1962,1734,2397,2802,2157,786,828
2958,1881,576,195,1341,2892,2427,2670,1506,2808
483,330,222,570,300,468,2001,36,1251,1434
1614,2157,2451,2082,1761,45,1494,1371,1482,252
2310,561,2187,444,1395,1233,2190,30,2691,573
243,144,2838,879,228,2973,1992,60,939,546
1932,318,1953,240,708,1947,1899,411,1740,132
1200,546,2820,1257,1047,2619,2028,1755,2733,876
2478,1506,1830,900,366,1200,1188,147,1989,1956
2943,1812,126,1518,1095,2811,951,345,1548,1947
1398,2820,999,573,1203,537,1974,1650,2493,660
522,2565,1566,2292,2577,1788,699,657,1059,1665
474,687,2841,2775,1971,828,339,1179,1962,2028
987,1578,1530,300,288,1836,1464,219,1761,2628
1500,219,1314,1767,2772,1707,669,1032,1776,2415
1665,936,2382,99,171,1941,615,2436,2496,2535
651,108,2373,2274,312,624,2280,2955,96,1356
1182,2196,1956,1080,834,966,2532,1704,1806,708
1116,264,330,948,30,1479,1392,1410,2907,1443
363,1200,954,2475,1137,1758,1155,1614,291,2481
2958,1338,1245,318,2499,1116,2883,1446,2298,1572
1215,2805,192,2742,2037,1254,2796,1119,18,2928
2559,597,2139,1953,1581,156,2085,1623,1089,2160
912,249,2898,537,1533,2793,1968,2475,519,168
1068,324,231,852,402,2103,315,1845,42,1935
1761,1431,2898,1425,2367,2514,1407,1104,474,1425
1284,1374,2508,1590,921,2337,2298,372,1563,18
2862,414,2544,678,2502,450,2430,1674,2571,573
309,642,1629,2109,963,2964,2055,372,888,1683
1302,2790,1575,1695,2577,2217,1992,2352,2190,2217
2601,2373,279,2913,1716,1074,1863,1716,2715,1356
2556,432,1479,1773,1449,336,429,780,1434,330
2307,2937,1020,288,1776,2910,1203,2958,2919,126
2862,2685,201,2511,591,2028,2319,2115,741,1605
831,2763,1695,2757,756,2610,2757,2310,768,1062
918,2976,336,2679,2529,1725,396,2940,99,2706
2208,159,1329,972,2493,2250,1755,573,618,2808
2547,1383,480,1962,1575,2085,1557,843,729,1425
1032,1986,1218,684,60,159,2133,2754,1872,2514
675,2196,2721,141,2730,1995,2871,1023,1527,1965
618,1530,762,567,2058,633,2064,2547,228,2244
1500,75,2373,1803,2148,2250,1992,1305,861,207
186,1617,1116,180,387,2475,993,1023,897,1590
2901,2178,2253,2541,2631,1998,1956,1305,2595,1764
1002,1467,132,183,462,954,1476,2376,2826,2997
2856,1548,2952,2925,1893,2142,435,2484,1392,696
1167,1002,2769,2658,99,1698,1188,2436,201,1920
810,1272,1227,486,1116,1425,1449,1431,2964,729
1809,1713,93,1209,2367,186,2439,2871,1461,2601
2658,2817,1557,1776,2223,2799,1092,2064,2187,2793
2946,2583,1329,273,2295,243,1767,2121,2556,2793
1353,84,1452,1431,2760,2592,1755,1875,1944,1569
2148,774,882,1695,1530,45,1776,561,372,741
105,1767,2514,909,2004,1179,588,1458,1017,192
1548,1659,2781,2154,2856,1698,414,2340,516,2646
2160,2478,2001,2532,2502,2418,2592,618,546,2676
495,2061,192,1506,2886,525,1467,2844,1143,1146
435,1554,915,1374,1296,2436,1206,1851,2640,1263
33,1374,813,1902,726,222,3,1206,2715,2445
1572,1863,1872,1800,861,75,1686,2337,1518,1842
948,2583,1206,897,1881,78,2184,1935,2067,1404
2763,729,2652,1233,1116,2436,1731,438,957,2655
255,291,2091,669,1770,1080,1776,663,2871,2163
330,1650,672,93,1338,87,963,1167,504,159
2034,2721,210,1947,1578,555,1716,1710,435,327
582,2376,1455,471,15,2316,435,1719,1842,1323
2835,831,1353,123,2973,1731,2652,219,537,1146
57,1938,15,2451,1290,1191,1593,2211,2610,666
156,690,1341,2535,2535,2427,2004,2556,1053,945
2031,2964,897,273,936,186,1593,1830,2283,1650
1755,921,891,765,387,531,1674,2004,2058,1191
678,567,1107,2106,2739,516,1533,1905,2442,762
1527,2217,1695,1746,102,297,381,1053,1053,1881
2727,147,1917,177,987,93,282,2634,1911,1845
858,2625,1635,2094,2295,1143,1020,2379,2793,1404
417,2895,921,861,1737,495,2850,2232,2499,1479
2328,2757,312,174,2142,1947,1758,327,1104,2490
2928,2919,279,2712,1377,93,1575,1953,762,474
1008,1449,1623,1602,243,2715,1002,1890,1935,1077
1422,2100,2181,912,1083,1113,2634,1143,366,117
2028,816,2100,843,450,297,1200,18,1113,192
1197,2952,1398,1149,1500,453,2178,2931,1779,1896
2898,2541,1923,1650,1653,738,1698,768,1116,1374
2250,2793,2220,129,567,2160,1044,2070,2658,858
513,2706,2757,1683,729,2805,1437,2538,2196,687
933,1059,1653,2283,504,822,1863,792,1413,297
69,291,2547,2427,1593,1452,1110,429,1830,1437
675,2805,1545,2862,2634,1422,1956,612,228,918
2223,324,2109,1074,1113,759,444,2760,1008,381
168,528,2880,2130,2178,2073,1923,2610,1353,2046
1293,2781,747,1539,2475,1191,624,1089,414,1128
84,135,1221,477,1041,1674,990,630,2430,855
1620,1851,357,2853,1044,2919,972,1713,300,1488
51,2742,2718,333,873,1263,144,1383,2547,1275
1515,291,1302,804,2511,1242,2865,372,291,624
474,2961,1518,2430,1875,1893,2499,1206,1092,432
444,1365,1944,144,1455,693,2958,2625,1017,2382
2904,462,51,678,1479,1740,651,249,1986,2799
1371,2082,1743,1557,147,1266,1203,1302,2145,2478
2109,291,1848,510,2256,2028,858,2334,867,2133
1989,1596,1989,729,2322,1632,1719,1992,1698,2691
336,777,1833,921,162,633,2082,309,36,2925
1215,543,0,1971,2133,1992,1860,1185,903,2889
2091,912,2391,2928,1131,447,588,654,759,225
1464,2898,1254,90,2151,2805,1311,1866,2466,2163
2439,963,2016,1923,135,2670,2373,1155,405,1125
2481,801,2700,1674,2058,2682,1143,2487,2922,873
2256,2952,2184,288,918,426,192,603,1728,180
2778,2796,1494,150,507,2280,1686,1785,1983,1926
513,453,1905,1401,1029,183,2526,975,1779,1554
2700,615,2061,2832,621,1239,1056,2139,921,2019
2547,2538,2253,699,2121,1995,2880,2718,585,1779
1995,756,2901,1245,2841,327,318,54,1758,1674
2439,2637,741,1455,2928,906,1494,372,2382,2919
897,2943,1155,2346,2421,651,252,1071,312,249
2832,1479,1089,1359,2541,2271,1644,1392,615,720
816,2085,2544,2136,1734,1758,351,333,2967,1941
177,2481,537,2445,2445,1086,1809,1494,792,1542
2619,2982,1995,1971,2694,1854,1797,2301,1653,1191
1116,930,87,669,963,612,831,108,2007,801
834,1818,1551,2547,498,762,285,402,2133,315
741,1371,2757,939,153,339,2439,2148,630,2826
201,624,1575,2577,2490,1110,2838,60,498,891
2175,0,804,2511,2709,1413,2076,2910,486,1323
2976,444,1131,1308,1326,2085,1695,2670,2229,627
1545,1878,1893,297,2442,642,2880,630,1293,2769
2943,1929,3,1011,72,681,2199,1074,1851,1680
474,2622,2871,2802,954,288,1110,543,621,1626
2895,1494,468,957,765,1194,1557,990,798,42
1494,531,1206,2640,981,1476,1884,1962,1989,1203
1476,2121,258,2910,1614,2166,2700,2697,2112,1017
339,399,753,2775,1527,2976,381,2292,2679,504
123,978,1338,2106,1575,90,1101,27,75,2925
198,2622,2649,750,672,2298,2190,225,339,1362
2592,1644,2292,231,1431,1797,2511,744,1224,813
348,2955,882,96,2229,2568,1761,468,1818,156
2310,2628,156,882,2058,2694,2412,1056,867,1041
1827,2802,2121,1662,1188,1494,1785,66,177,438
810,927,1950,1461,990,738,198,738,1977,2580
1272,30,2190,2598,2208,453,1188,51,2574,2802
1386,1665,1227,492,1254,1422,2880,1071,1269,1980
2817,2826,855,900,1227,2499,2751,2724,954,543
2787,1632,1221,696,2547,2292,1338,2661,2853,2040
282,291,2400,54,426,1080,18,2328,2646,1944
873,2544,1800,1368,2946,2433,2250,1911,810,258
1572,825,2190,324,2283,1530,1539,315,2328,756
2661,1854,1839,300,2457,2775,2379,1260,21,903
1635,1008,999,1449,2034,2631,2241,1080,1470,2577
2634,147,1650,888,873,51,1413,1950,2580,462
1821,621,1419,390,948,1971,1395,1443,978,2064
1254,1881,54,84,798,2655,2223,816,1344,1629
1095,1521,2736,2745,1995,324,729,2493,2193,1077
2370,1143,1851,2175,837,2334,183,234,2346,1536
2802,1275,504,909,1617,624,2574,1509,2499,789
513,960,2196,2877,174,1200,2793,51,177,1098
2709,1413,744,576,1776,960,657,2550,1452,474
1905,2730,1263,2604,987,636,2907,2925,1959,2553
2241,939,1530,732,339,2988,2784,1086,1530,1899
573,1626,681,1896,2049,2040,651,2046,2559,2121
1989,2895,2355,1062,420,819,969,111,285,2706
501,1449,495,1065,1293,1839,1134,2169,1701,774
717,2748,294,342,2361,1797,1218,2724,2919,1233
561,1254,2415,2730,450,2007,2361,2376,102,345
393,510,84,2448,705,708,2004,1401,798,594
1827,1794,711,1746,930,2559,1803,3,2160,207
2781,1632,1002,162,90,2484,957,501,2541,312
951,861,2169,2778,1578,1431,2364,714,747,2259
1392,2205,9,576,2406,1890,18,1284,2721,1149
2058,369,222,1101,2589,936,1791,1137,1167,21
63,582,2400,126,2979,534,2652,960,564,2433
2655,420,1500,1215,249,348,2067,552,1323,489
1842,2364,1578,1866,1599,2643,1707,2958,2142,2829
2445,1923,267,546,54,2544,1521,2337,744,207
2451,1086,783,2991,2676,2706,1275,2478,1239,2955
462,1269,384,2304,1155,1392,2694,2100,129,951
1104,2772,1608,204,1521,1260,1311,243,2787,834
1863,1482,2190,2055,516,1902,1929,1524,1068,771
2565,915,240,846,981,1485,2106,1551,1731,2373
1812,2535,2934,2817,2310,1155,1878,1545,504,2406
2364,1506,1536,462,1887,1893,1344,1566,1833,1536
2832,396,2094,2343,1158,2460,2256,57,1752,1476
2907,2523,2292,348,426,222,1317,2352,441,1338
2634,1398,51,1989,2805,1278,2808,1464,1665,1260
1434,2895,771,1788,2451,2448,1689,1461,2364,1545
1563,2697,1512,1737,2775,1896,2403,2115,2205,279
2244,321,819,1404,1851,75,2799,2724,1317,993
219,2508,1359,2982,1815,1401,372,981,486,2472
426,2607,1233,2739,66,771,2259,2199,516,2469
2448,1053,819,555,2943,624,1269,549,24,915
2523,69,2973,1488,1464,2067,552,2172,2577,201
2400,2181,507,1485,2202,2832,1338,2997,657,1641
1959,1926,186,1788,2637,2433,1443,1770,1596,1080
1950,1389,684,1878,315,2382,2400,945,2517,2877
2433,681,303,333,597,2340,1023,2799,327,1512
2793,204,1125,2124,159,1656,2400,2973,1794,786
2394,1902,1284,486,2445,1062,2586,2727,1188,2652
336,1050,1926,30,471,2319,2442,2604,2235,540
1818,2250,1074,1407,888,1827,2046,3,24,120
66,1068,279,861,2862,1299,294,2451,2796,915
768,78,939,1827,1476,2802,2517,984,1437,2913
2424,1842,2700,315,2655,2529,2592,828,1944,1767
1209,1323,1533,243,1671,2637,168,1236,312,1668
1479,1656,1014,435,1977,879,2937,444,2691,1584
1899,1761,2094,873,1950,1836,1311,2643,714,1455
2445,681,2604,1692,2916,450,1983,2916,666,1734
2691,1218,735,1728,2643,2358,771,1368,1968,1536
1089,2553,2358,657,798,771,2769,2343,2310,1683
705,2889,15,357,1374,2085,297,999,2976,2031
483,573,2319,1218,2253,516,231,1830,477,111
2067,1524,1494,1248,1041,636,2079,183,135,1764
342,1686,36,2238,1884,2988,18,2619,594,288
12,2373,870,1587,843,2046,675,2850,771,1110
1596,2034,6,2676,1995,2484,1734,1686,2862,2700
1326,48,1536,1401,549,567,2232,1125,2628,2859
603,2787,69,2631,2715,2742,1512,2304,1359,984
2181,960,1107,2385,2643,219,2577,1779,1182,780
1617,744,981,576,1650,2061,1428,2697,585,1503
327,528,2322,1443,1179,2880,915,1386,747,570
2790,2292,2676,1506,1473,2040,1383,2031,1893,453
2058,930,1641,417,2886,168,2322,6,1881,2865
1137,1608,435,1401,2040,492,2478,645,1524,414
2754,2562,642,2109,2814,987,1857,2472,1419,2814
1764,2568,999,1671,2019,2715,1185,1389,1431,2670
1389,1218,2157,2775,1665,1449,75,1884,1383,84
759,33,306,1380,585,2901,2541,2634,1869,1386
2622,1128,2442,1821,2181,2226,2382,1059,1263,45
2547,1680,2214,1440,2610,1719,1830,1446,2832,984
411,1629,2346,810,51,2178,1455,1920,2964,2580
2442,1980,2694,192,1869,906,660,1302,1911,1515
381,846,1683,1821,408,759,2166,579,459,2340
1077,1995,222,1050,708,1236,375,1377,711,1470
1257,1668,1434,2433,2325,180,675,549,1605,744
552,2718,1026,1119,1341,1794,1218,2370,861,2628
1671,1653,1104,762,1845,2130,2208,1173,2556,2871
2004,2856,2565,1914,1614,327,81,438,108,1899
1536,762,33,381,1449,1233,867,1461,2289,2355
909,1128,2934,2850,2592,2652,2871,549,2472,411
2595,2325,2676,510,2256,2736,387,2553,492,1623
198,2229,534,531,2913,1596,1008,2523,2616,2748
1494,1761,885,2199,1395,2019,2493,2676,228,1032
813,2259,363,1044,1446,2901,237,2547,51,1824
600,2889,2454,2619,1992,6,1776,510,1194,1059
708,1224,573,1230,435,1572,2004,105,1200,1590
159,243,2343,1905,2025,300,1758,1017,2235,1119
939,930,1131,1302,1977,945,2046,93,2688,1473
2970,2274,948,2286,2133,2034,966,2091,282,2862
633,1518,2139,285,2025,237,1587,2685,1836,2619
2106,798,921,123,1425,1728,531,978,1929,1311
1026,2724,282,471,2712,189,2331,1869,2235,1380
1023,1602,735,1368,90,2748,2916,1695,213,2250
432,669,2220,2994,513,2427,753,1458,2169,2880
1083,1647,1143,837,513,792,12,2832,1320,549
2448,2409,720,1281,819,66,402,1695,1029,777
2286,399,1116,2793,1119,60,2895,657,876,2535
1983,759,1743,63,189,975,2664,888,1764,846
2349,2088,999,582,2295,2892,2877,1791,123,1140
2424,1437,939,2679,291,1830,441,2007,1977,1992
390,1461,1722,1464,969,1134,1647,2439,630,1983
1782,636,471,936,2211,783,681,2004,2790,1173
1920,642,2793,996,1920,330,288,33,924,36
2181,414,1842,819,432,2250,1368,2379,2529,2973
885,534,108,1890,873,351,2133,777,777,399
180,267,897,2532,2769,1635,600,1830,138,1053
2328,1989,2139,57,1236,2466,852,1593,2772,882
1443,1536,1557,834,1485,387,2832,1299,1230,180
2826,1101,666,2130,1605,66,2814,1713,1731,36
1989,1977,2778,543,105,2928,417,939,1422,396
1203,1947,1149,2973,2892,2403,15,1911,1767,813
432,2556,1464,1458,2676,978,2163,2901,1728,1413
978,2865,2376,1881,2250,537,2493,2616,1086,2172
285,705,1731,282,2859,2829,1926,582,1419,804
2121,2874,2499,1023,1035,1383,162,1650,1326,663
2577,2256,30,1713,732,1035,2982,1740,1488,2325
1113,705,1290,1317,297,1632,576,1194,438,1626
1794,975,1089,2202,2385,1050,2265,2994,2193,1269
2556,42,1560,996,1887,1974,204,861,129,1638
2697,2913,1110,1308,495,2376,384,846,1977,939
1830,744,2541,2799,942,2034,51,1797,690,2952
861,2931,1272,441,1527,2379,2763,2604,1053,900
1572,1089,1257,663,768,1119,2046,2961,2982,123
855,2562,765,1893,2433,162,996,147,2070,132
111,2598,999,210,1368,1887,1473,1854,1677,1503
2082,1239,591,564,789,444,2337,2082,1662,2667
2331,228,2895,1200,1191,54,2412,1587,300,1053
2265,384,204,2538,240,804,2028,468,1008,1173
2886,1527,582,984,2682,2493,999,1680,1518,1329
0,276,924,639,1461,1260,831,1920,2886,492
2124,2394,633,858,1251,1743,723,981,1374,1200
621,327,216,2697,2019,1683,243,810,1809,1716
1593,90,1353,1893,729,1422,396,360,2688,2415
2136,1869,2271,2265,1809,2265,2289,2316,1005,2784
1140,1035,2628,894,903,1254,2172,1938,1368,1791
831,867,2061,177,2064,933,2184,1236,2559,1224
15,123,1926,390,2274,582,2688,750,2829,2091
147,1224,1872,1332,2160,447,1002,1899,729,57
48,1800,1794,540,228,1593,2400,744,1908,1491
2049,870,714,1548,2475,2610,504,774,93,546
2778,702,657,2757,1872,465,1275,1767,711,1989
591,2190,1254,2025,2310,2535,663,2013,2064,1428
2967,2850,2601,1230,357,1122,105,2970,1956,1215
264,822,129,2469,2115,1041,1902,996,2091,111
2580,2403,597,1494,588,579,1305,171,2424,2922
2082,540,183,2706,2331,1158,567,768,1269,15
327,2697,2829,339,48,2130,1014,2349,2796,1938
2235,924,2277,1851,2223,2517,1125,513,2367,240
132,2673,549,2382,2895,2349,618,417,468,1047
1971,2781,2487,2364,2310,2229,2724,540,1596,2202
63,903,2778,2040,2178,753,90,1473,1410,2049
99,108,411,2961,2724,1350,270,339,408,333
246,1773,465,315,1725,15,552,2322,1932,1143
1065,2916,2364,417,1437,2778,720,333,2820,2007
2802,2019,696,864,2898,816,2352,2547,1929,414
2490,1275,2850,1101,1146,987,2736,960,1947,1596
1497,1290,2001,2202,2988,2925,2646,2691,1557,963
771,1794,855,297,1530,1482,657,465,1296,684
1173,1008,2109,357,795,684,1413,903,2430,1818
2385,1191,1446,0,2166,2484,2541,2166,2088,267
1794,1965,444,2259,2904,6,1074,1626,1593,2145
1458,2193,1233,552,1971,1689,534,1068,2883,2151
15,2232,2562,2997,1299,759,1098,1026,2178,261
786,762,1662,1872,1299,108,2904,519,2082,2736
1335,2613,1191,2553,1629,2169,2397,2922,2325,1110
1344,1905,2700,2577,1131,297,603,2943,1260,1488
1053,102,984,2733,921,1464,180,882,1722,1236
2262,1797,51,21,1143,2841,585,711,936,1536
1716,1311,2202,1407,552,42,2265,843,2238,132
1056,2742,2001,2499,1491,204,2868,762,2589,1992
39,219,1797,1482,102,1158,2295,963,354,2319
249,2442,2007,2946,2205,2862,2604,2133,1893,2544
1731,15,852,1575,705,2481,2856,1254,2688,192
1959,453,2109,2799,351,1437,1329,2676,2541,375
135,144,1875,318,1017,387,1362,687,2787,1656
2919,1806,1644,2067,2196,1080,2499,2049,108,1965
2394,1149,2646,2178,2442,1731,603,1545,357,1965
2853,2190,2520,54,1671,1719,282,2520,2559,309
2427,1035,2178,1815,915,2721,840,477,1365,336
807,243,1077,2868,2166,135,633,2805,1830,24
348,2691,924,36,1752,1758,885,2496,2664,756
102,1797,813,447,1065,291,201,1341,93,2553
2694,1632,1569,231,2568,225,264,1818,198,2379
852,1449,2688,2055,2802,1884,2274,2739,294,387
2160,687,840,1023,75,2763,1800,2547,1428,2424
582,1209,2016,1401,2934,2919,1656,618,768,1482
2529,282,1203,960,978,2994,2535,2043,2907,1287
2172,1818,471,489,1773,153,699,1281,2232,2598
1779,2487,447,1710,2796,2211,2889,2691,1278,381
2628,180,366,2754,951,738,2028,1047,2622,1788
495,1545,2064,1656,921,1293,450,2709,1488,2574
1893,483,1194,2838,342,2214,2811,1719,1395,588
2295,1230,27,651,2652,2325,252,2037,1413,1098
2709,2994,1920,1860,684,1761,102,2424,1206,54
1311,2169,771,150,1254,1515,1116,2934,1593,1620
1797,1791,510,498,2277,372,1842,1713,534,1704
2961,2190,2115,2955,2136,1890,2289,2985,627,1227
2874,1407,2532,228,2355,1512,840,1101,2388,912
963,1020,1554,396,2655,252,429,333,1716,1506
1968,2388,1005,2523,165,2922,2478,1818,390,1404
771,0,1011,2166,615,2193,1143,1707,1242,1629
2202,1539,1758,2847,2439,372,1236,1044,96,264
861,2415,1800,2715,2175,2664,2187,840,2250,1872
1578,1068,807,1494,1926,1776,1152,2829,852,1875
120,2703,2283,2928,1803,2130,1710,2544,2676,537
1431,906,2322,1233,66,1569,2292,2040,1365,1287
237,48,444,105,2109,2070,2976,102,2337,84
177,2613,1683,897,2328,810,2454,2784,261,2943
1068,288,1563,276,1767,2067,1875,2217,681,1656
2271,2049,2472,1791,24,246,1320,1563,2913,576
957,57,2898,36,2307,2031,2214,1830,2673,447
183,1629,2004,795,2847,1914,978,2784,2880,2124
657,1077,2850,2427,1077,2568,216,1620,348,2085
195,1008,1743,1866,1506,2175,2790,1179,2550,651
942,2295,1653,1668,1725,1158,1392,1365,2403,561
2451,1749,2718,354,423,2199,915,1857,2505,1470
2472,1944,960,2199,2106,2169,858,2148,120,2712
1371,336,555,441,1236,621,1833,2697,885,1239
2745,2961,1044,1452,2073,1026,1203,543,27,2106
357,444,2604,531,1494,2568,2970,2028,132,2778
1590,2205,2451,2586,1905,2430,480,1074,1719,2805
1308,585,2346,1353,738,2421,2976,2754,1743,1098
1848,1632,2757,1302,1734,1956,2001,237,1074,2565
918,21,2208,702,384,339,2040,1218,1128,1380
2940,2061,2364,2469,2964,2487,1350,1608,879,1884
1383,1440,1809,2655,1005,1899,864,1527,2841,2583
627,339,1803,93,192,771,57,2844,240,2430
1866,315,2136,744,720,1686,2472,246,582,18
2631,960,621,2991,534,2610,1572,855,2661,2679
492,1689,597,1779,2331,864,2673,852,39,612
2355,1959,555,2517,888,555,1524,1392,2064,1122
912,468,1128,2727,1113,1608,780,1458,2613,2001
2889,1065,2322,354,1527,102,141,2841,918,2328
624,2661,1767,975,480,2037,2307,687,2019,216
387,228,1062,2103,2679,1560,2310,1593,720,948
2058,744,438,2109,2241,669,2373,1635,279,402
87,783,1356,213,366,2856,2007,2742,66,852
120,1407,2046,2226,2457,1047,2085,2835,801,267
1119,2010,1899,417,2082,249,1977,1578,438,717
345,879,2859,963,2061,1821,243,2376,2130,1869
2958,1431,1314,1971,1965,753,2844,1476,717,57
1170,2589,678,918,870,2802,1959,198,1611,1407
1848,1590,2565,2523,1104,1434,498,1464,2979,1680
2664,873,387,2847,780,1149,1488,1272,549,2568
1440,1518,1536,1617,2439,552,855,1248,639,423
276,1218,2736,834,810,2589,2874,2223,1314,2661
756,2700,1920,1818,1485,729,2658,1695,1713,375
2571,489,993,1803,1230,2265,1632,1680,198,1704
2949,2217,348,1533,396,750,282,1788,1665,831
891,1854,987,2160,2982,1548,1683,870,1869,1983
246,1677,912,2031,2604,2175,1224,1368,774,525
2544,2226,1224,1527,129,2112,2106,1587,1392,1890
1014,1293,2088,2253,1722,2817,612,330,2661,1635
276,306,1953,1044,438,2775,906,1170,2007,1953
2946,2484,1689,1029,1086,2154,2604,246,1233,1890
189,669,126,1806,993,1086,1041,2592,693,1167
369,633,2523,2985,2949,1344,2265,111,2316,2991
885,1992,2541,2292,486,291,2076,2976,1857,1281
2799,975,2454,2931,237,522,2196,723,333,171
2076,531,1335,1776,2028,606,2526,657,1533,309
1857,882,336,204,1602,66,2952,342,2130,2058
2199,1749,2991,39,2166,1575,1257,339,2115,498
2154,921,450,816,2283,906,1494,789,1122,993
1818,2517,405,1398,1323,1566,1581,1299,366,2643
1800,2220,189,2928,2730,1473,267,2331,2199,2061
2766,2208,657,2292,2502,828,1536,2004,1350,2127
1413,2397,606,1629,2022,2094,366,624,1335,606
570,2580,519,327,1947,1956,2268,2433,2400,1617
1245,1371,2763,453,2424,2154,1107,321,1662,1401
1182,1500,963,1047,18,2403,2757,2289,690,2343
1848,1557,2901,2889,1722,1380,2919,1446,1743,276
2097,2160,2016,120,18,1923,1851,1446,12,1866
330,1839,2175,162,426,2505,2880,2754,1443,84
375,2382,672,1437,867,237,1152,351,105,99
282,150,723,1755,381,2709,879,225,1074,2484
1491,2751,939,2280,1485,2646,2778,2748,1626,1077
2256,1905,1638,2118,1611,984,24,687,2556,1491
237,1626,1662,1173,585,1584,2895,96,1248,1266
1917,1389,2280,1293,423,2094,1278,2643,453,327
2466,1050,117,2439,129,2229,1470,732,762,1665
2538,492,1533,1056,2058,183,2016,2343,918,1773
144,42,1932,2583,2220,1641,1005,753,2316,678
633,2595,675,2274,1275,2343,1311,2325,39,2025
1578,210,2643,1038,69,609,825,69,2313,582
369,2064,1632,18,627,1143,69,2025,765,2289
0,1263,2241,462,1962,2781,2913,858,414,1701
2784,1071,201,2091,1545,462,2007,507,717,648
1371,1284,2139,2511,1665,1011,2826,357,2157,1080
774,1533,1503,1893,1425,1545,2235,780,2043,213
